,,,,,,,,,,,,,,,
编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
SPP00188,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,5",Φ141.3,M,49.12,Kg,
SPP00189,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,5",Φ141.3,M,21.77,Kg,
SPP00190,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,5",Φ141.3,M,21.77,Kg,
SPP00191,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,5",Φ141.3,M,30.97,Kg,
SPP00192,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,5",Φ141.3,M,30.97,Kg,
SPP00193,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,5",Φ141.3,M,11.56,Kg,
SPP00194,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,5",Φ141.3,M,21.77,Kg,
SPP00195,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,5",Φ141.3,M,21.77,Kg,
SPP00196,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,5",Φ141.3,M,11.56,Kg,
SPP00197,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,5",Φ141.3,M,11.56,Kg,
SPP00198,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,6",Φ168.3,M,67.57,Kg,
SPP00199,无缝钢管,4.37mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,6",,M,17.67,Kg,
SPP00200,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,6",Φ168.3,M,13.83,Kg,
SPP00201,无缝钢管,SCH120,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,6",Φ168.3,M,54.21,Kg,
SPP00202,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,6",Φ168.3,M,67.57,Kg,
SPP00203,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,6",Φ168.3,M,67.57,Kg,
SPP00204,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,6",Φ168.3,M,28.26,Kg,
SPP00205,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,6",Φ168.3,M,28.26,Kg,
SPP00206,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,6",Φ168.3,M,42.56,Kg,
SPP00207,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,6",Φ168.3,M,42.56,Kg,
SPP00208,无缝钢管,4.37mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,6",,M,17.67,Kg,
SPP00209,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,6",Φ168.3,M,13.83,Kg,
SPP00210,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,6",Φ168.3,M,28.26,Kg,
SPP00211,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,6",Φ168.3,M,28.26,Kg,
SPP00212,无缝钢管,4.37mm,SS,,20,CP05T3024,API 5L,NA,QNCa,6",,M,17.67,Kg,
SPP00213,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,6",Φ168.3,M,13.83,Kg,
SPP00214,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,6",Φ168.3,M,13.83,Kg,
SPP00215,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 1,QA1,8",Φ219.1,M,111.27,Kg,
SPP00216,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,8",Φ219.1,M,19.97,Kg,
SPP00217,无缝钢管,SCH120,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,90.44,Kg,
SPP00218,无缝钢管,SCH160,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,111.27,Kg,
SPP00219,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,111.27,Kg,
SPP00220,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,33.32,Kg,
SPP00221,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,42.55,Kg,
SPP00222,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,8",Φ219.1,M,42.55,Kg,
SPP00223,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,64.64,Kg,
SPP00224,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,8",Φ219.1,M,64.64,Kg,
SPP00225,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,8",Φ219.1,M,19.97,Kg,
SPP00226,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,8",Φ219.1,M,33.32,Kg,
SPP00227,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,8",Φ219.1,M,42.55,Kg,
SPP00228,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,8",Φ219.1,M,42.55,Kg,
SPP00229,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,8",Φ219.1,M,19.97,Kg,
SPP00230,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,8",Φ219.1,M,19.97,Kg,
SPP00231,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,8",Φ219.1,M,33.32,Kg,
SPP00232,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,10",Φ273,M,155.1,Kg,
SPP00233,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,10",Φ273,M,27.79,Kg,
SPP00234,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,155.1,Kg,
SPP00235,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,172.27,Kg,
SPP00236,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,41.76,Kg,
SPP00237,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,60.29,Kg,
SPP00238,无缝钢管,SCH60,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,81.53,Kg,
SPP00239,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,10",Φ273,M,95.98,Kg,
SPP00240,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,10",Φ273,M,81.56,Kg,
SPP00241,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,10",Φ273,M,27.79,Kg,
SPP00242,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,10",Φ273,M,41.76,Kg,
SPP00243,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,10",Φ273,M,60.29,Kg,
SPP00244,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,10",Φ273,M,60.31,Kg,
SPP00245,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,10",Φ273,M,81.56,Kg,
SPP00246,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,10",Φ273,M,27.79,Kg,
SPP00247,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,10",Φ273,M,27.79,Kg,
SPP00248,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,10",Φ273,M,41.76,Kg,
SPP00249,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,12",Φ323.8,M,208.08,Kg,
SPP00250,无缝钢管,7.14mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,12",,M,55.76,Kg,
SPP00251,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,12",Φ323.8,M,35.99,Kg,
SPP00252,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,12",Φ323.8,M,208.08,Kg,
SPP00253,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,12",Φ323.8,M,238.69,Kg,
SPP00254,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,12",Φ323.8,M,79.71,Kg,
SPP00255,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,12",Φ323.8,M,132.05,Kg,
SPP00256,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,12",Φ323.8,M,97.47,Kg,
SPP00257,无缝钢管,7.14mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,12",,M,55.76,Kg,
SPP00258,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,12",Φ323.8,M,35.99,Kg,
SPP00259,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,12",Φ323.8,M,79.71,Kg,
SPP00260,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,12",Φ323.8,M,73.88,Kg,
SPP00261,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,12",Φ323.8,M,97.47,Kg,
SPP00262,无缝钢管,7.14mm,SS,,20,CP05T3024,API 5L,NA,QNCa,12",,M,55.76,Kg,
SPP00263,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,12",Φ323.8,M,35.99,Kg,
SPP00264,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,12",Φ323.8,M,35.99,Kg,
SPP00265,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,12",Φ323.8,M,49.71,Kg,
SPP00266,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,14",Φ355.6,M,253.58,Kg,
SPP00267,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,14",Φ355.6,M,41.36,Kg,
SPP00268,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,253.58,Kg,
SPP00269,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,281.72,Kg,
SPP00270,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,67.91,Kg,
SPP00271,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,94.55,Kg,
SPP00272,无缝钢管,SCH60,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,126.72,Kg,
SPP00273,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,14",Φ355.6,M,158.11,Kg,
SPP00274,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,14",Φ355.6,M,107.4,Kg,
SPP00275,无缝钢管,SCH20,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,14",Φ355.6,M,67.91,Kg,
SPP00276,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,14",Φ355.6,M,94.55,Kg,
SPP00277,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,14",Φ355.6,M,81.33,Kg,
SPP00278,无缝钢管,SCH60,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 3,QA2,14",Φ355.6,M,126.72,Kg,
SPP00279,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,14",Φ355.6,M,41.36,Kg,
SPP00280,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,14",Φ355.6,M,41.36,Kg,
SPP00281,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,14",Φ355.6,M,67.91,Kg,
SPP00282,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,16",Φ406.4,M,333.21,Kg,
SPP00283,无缝钢管,8.74mm,SS,,20,CP05T3018,API 5L,RCC-M 2,QA1,16",,M,85.71,Kg,
SPP00284,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,16",Φ406.4,M,47.34,Kg,
SPP00285,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,16",Φ406.4,M,333.21,Kg,
SPP00286,无缝钢管,SCH160,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,16",Φ406.4,M,365.38,Kg,
SPP00287,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,16",Φ406.4,M,123.31,Kg,
SPP00288,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,16",Φ406.4,M,93.27,Kg,
SPP00289,无缝钢管,SCH60,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,16",Φ406.4,M,160.13,Kg,
SPP00290,无缝钢管,SCH80,SS,,20,CP05T3018,ASME B36.10M,RCC-M 2,QA1,16",Φ406.4,M,203.54,Kg,
SPP00291,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,16",Φ406.4,M,123.31,Kg,
SPP00292,无缝钢管,9.8mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,16",,M,95.85135882,Kg,
SPP00293,无缝钢管,SCH40,SS,,20,CP05T3018,ASME B36.10M,RCC-M 3,QA2,16",Φ406.4,M,123.31,Kg,
SPP00294,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,16",Φ406.4,M,93.27,Kg,
SPP00295,无缝钢管,SCH60,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 3,QA2,16",Φ406.4,M,160.13,Kg,
SPP00296,无缝钢管,SCH10S,SS,,022Cr17Ni12Mo2,CP05T3022,ASME B36.19M,NA,QNCa,16",Φ406.4,M,47.34,Kg,
SPP00297,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,16",Φ406.4,M,47.34,Kg,
SPP00298,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,16",Φ406.4,M,77.83,Kg,
SPP00299,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,18",Φ457,M,408.28,Kg,
SPP00300,无缝钢管,31.75mm,SS,,P280GH,CP05T3032,API 5L,RCC-M 2,QA1,18",,M,332.97,Kg,
SPP00301,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,18",Φ457,M,408.28,Kg,
SPP00302,无缝钢管,SCH20,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,18",Φ457,M,87.71,Kg,
SPP00303,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,18",Φ457,M,70.57,Kg,
SPP00304,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,20",Φ508,M,508.15,Kg,
SPP00305,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,20",Φ508,M,508.15,Kg,
SPP00306,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,20",Φ508,M,78.56,Kg,
SPP00307,无缝钢管,SCH20,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,20",Φ508,M,117.15,Kg,
SPP00308,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,22",Φ559,M,600.67,Kg,
SPP00309,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,22",Φ559,M,600.67,Kg,
SPP00310,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,22",Φ559,M,86.55,Kg,
SPP00311,无缝钢管,SCH30,SS,,20,CP05T3024,ASME B36.10M,NA,QNCa,22",Φ559,M,171.1,Kg,
SPP00312,无缝钢管,SCH140,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,24",Φ610,M,720.19,Kg,
SPP00313,无缝钢管,SCH140,SS,,022Cr19Ni10,CP05T3016,ASME B36.10M,RCC-M 2,QA1,24",Φ610,M,720.19,Kg,
SPP00314,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,24",Φ610,M,94.53,Kg,
SPP00315,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,26",Φ660,M,127.36,Kg,
SPP00316,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,28",Φ711,M,137.32,Kg,
SPP00317,焊接钢管,SCH10,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,30",Φ762,M,147.29,Kg,
SPP00318,无缝钢管,32mm,SS,,P280GH,CP05T3026,API 5L,RCC-M 2,QA1,32",,M,616.340208,Kg,
SPP00319,无缝钢管,46mm,SS,,P280GH,CP05T3026,API 5L,RCC-M 2,QA1,32",,M,870.11,Kg,
SPP00320,焊接钢管,9.52mm,RS,,Q265HR,CP05T3020,API 5L,RCC-M 3,QA2,32",,M,188.83,Kg,
SPP00321,焊接钢管,9.52mm,RS,,Q265HR,CP05T3020,API 5L,RCC-M 3,QA2,34",,M,200.82,Kg,
SPP00322,焊接钢管,9.52mm,RS,,Q265HR,CP05T3020,API 5L,RCC-M 3,QA2,36",,M,212.57,Kg,
SPP00341,铜管,1mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN6,Φ8,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00342,铜管,1mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN8,Φ10,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00343,铜管,1mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN15,Φ15,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00344,铜管,1.2mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN20,Φ22,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00345,铜管,1.2mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN25,Φ28,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00346,铜管,2mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN32,Φ35,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00347,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,14",Φ355.6,M,41.36,Kg,
SPP00348,无缝钢管,SCH10S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,16",Φ406.4,M,47.34,Kg,
SPP00350,复合树脂管,2.2mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,4",,M,没有标准重量,Kg,
SPP00351,复合树脂管,1.8mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,2",,M,没有标准重量,Kg,
SPP00352,复合树脂管,1.8mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,3",,M,没有标准重量,Kg,
SPP00355,铜管,1mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN4,Φ6,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00356,铜管,2mm,SS,,TP2,GB/T 18033,GB/T 16866,NA,QNCc,DN40,Φ42,M,漳州及以后的项目不用,Kg,公称直径值为铜管外径值
SPP00428,无缝钢管,3.96mm,SS,,20,CP05T3024,API 5L,NA,QNCa,5",,M,13.41,Kg,
SPP00429,无缝钢管,14.27mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,10",,M,91.05,Kg,
SPP00430,无缝钢管,14.27mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,28",,M,245.19,Kg,
SPP00431,无缝钢管,14.27mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,36",,M,316.63,Kg,
SPP00432,无缝钢管,14.27mm,SS,,20,CP05T3018,API 5L,RCC-M 3,QA2,48",,M,423.97,Kg,
SPP00433,复合树脂管,4.5mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,4",,M,没有标准重量,Kg,
SPP00434,复合树脂管,4.5mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,3",,M,没有标准重量,Kg,
SPP00435,复合树脂管,4.5mm,,,环氧树脂玻璃纤维,,SY/T 6266,NA,QNCa,1",,M,没有标准重量,Kg,
SPP00436,无缝钢管,SCH40S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 2,QA1,10",Φ273,M,60.31,Kg,
SPP00437,焊接钢管,SCH20,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,26",Φ660,M,202.74,Kg,
SPP00438,无缝钢管,39mm,SS,,P280GH,CP05T3026,API 5L,RCC-M 2,QA1,32",Φ816,M,747.3174345,Kg,公称直径值为外径值
SPP00439,无缝钢管,SCH80,SS,,P280GH,CP05T3032,ASME B36.10M,RCC-M 2,QA1,8",Φ219.1,M,64.64,Kg,
SPP00440,无缝钢管,SCH160,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,1/2",Φ21.3,M,1.95,Kg,
SPP00442,无缝钢管,SCH160,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 1,QA1,6",Φ168.3,M,67.57,Kg,
SPP00443,无缝钢管,SCH120,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 2,QA1,12",Φ323.8,M,186.92,Kg,
SPP00444,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1",Φ33.4,M,3.24,Kg,
SPP00445,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3016,ASME B36.19M,RCC-M 3,QA2,3",Φ88.9,M,15.27,Kg,
SPP00446,无缝钢管,3mm,SS,,20(浸PE),,Q/HDCGF001-2008,NA,QNCa,DN20,Φ25,M,1.627659,Kg,
SPP00448,无缝钢管,36.53mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,32",Φ813,M,699.50986148,Kg,主蒸汽1/3容量管道
SPP00449,无缝钢管,30.18mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,26",Φ660,M,468.764992967,Kg,主蒸汽1/4容量管道
SPP00450,无缝钢管,34.93mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,30",Φ762,M,626.317143599,Kg,旁路母管
SPP00451,无缝钢管,38.1mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,22",Φ559,M,489.44,Kg,1/2容量给水支管
SPP00452,无缝钢管,38.1mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,20",Φ508,M,441.52,Kg,给水旁路
SPP00453,无缝钢管,31.75mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,18",Φ457,M,332.97,Kg,1/3容量给水支管及冲洗管道凝结水上水管道
SPP00454,无缝钢管,25.4mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,12",Φ323.8,M,186.92,Kg,主泵再循环
SPP00455,无缝钢管,22.23mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,10",Φ273,M,137.48,Kg,主泵再循环
SPP00456,无缝钢管,12.7mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,6",Φ168.3,M,48.73,Kg,启泵
SPP00457,无缝钢管,11.13mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,4",Φ114.3,M,28.32,Kg,启泵再循环
SPP00458,无缝钢管,19.05mm,SS,,P280GH,CP05T3052,ASME B36.10M,NA,QA3,12",Φ323.8,M,143.17,Kg,旁路蒸汽管道，主蒸汽至辅助蒸汽管道
SPP00459,无缝钢管,SCH80S,SS,,022Cr19Ni10,CP05T3022,ASME B36.19M,NA,QNCa,1/2",Φ21.3,M,1.62,Kg,
SPP00460,焊接钢管,SCH20,RS,,Q265HR,CP05T3020,ASME B36.10M,RCC-M 3,QA2,30",Φ762,M,234.68,Kg,
SPP00461,无缝钢管,SCH80S,SS,,022Cr17Ni12Mo2,CP05T3016,ASME B36.19M,RCC-M 3,QA2,1/4",Φ13.7,M,0.8,Kg,
SPP00462,无缝钢管,SCH80S,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.19M,RCC-M 2,QA1,6",Φ168.3,M,42.56,Kg,
SPP00463,无缝钢管,SCH160,SS,,026Cr18Ni12Mo2N,CP05T3016,ASME B36.10M,RCC-M 2,QA1,1/2",Φ21.3,M,1.95,Kg,
