,编码,类型,英文品名,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级 ,公称直径,外径/Φ,单位,单重,单重单位,备注,
,SPF00623,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"3/4""",,个,3.90 ,Kg,,
,SPF00624,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.30 ,Kg,,
,SPF00625,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.30 ,Kg,,
,SPF00626,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.60 ,Kg,,
,SPF00627,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.60 ,Kg,,
,SPF00628,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.60 ,Kg,,
,SPF00629,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,1.60 ,Kg,,
,SPF00630,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,2.70 ,Kg,,
,SPF00631,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,2.70 ,Kg,,
,SPF00632,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,2.70 ,Kg,,
,SPF00633,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3/4""",,个,3.90 ,Kg,,
,SPF00634,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr17Ni12Mo2,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.30 ,Kg,,
,SPF00635,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.30 ,Kg,,
,SPF00636,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.30 ,Kg,,
,SPF00637,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.60 ,Kg,,
,SPF00638,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.60 ,Kg,,
,SPF00639,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3/4""",,个,1.60 ,Kg,,
,SPF00640,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"3/4""",,个,1.30 ,Kg,,
,SPF00641,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"3/4""",,个,0.90 ,Kg,,
,SPF00642,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"3/4""",,个,1.30 ,Kg,,
,SPF00643,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"1""",,个,5.00 ,Kg,,
,SPF00644,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1""",,个,1.40 ,Kg,,
,SPF00645,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1""",,个,1.40 ,Kg,,
,SPF00646,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1""",,个,2.00 ,Kg,,
,SPF00647,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1""",,个,2.00 ,Kg,,
,SPF00648,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1""",,个,2.10 ,Kg,,
,SPF00649,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1""",,个,2.10 ,Kg,,
,SPF00650,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1""",,个,4.00 ,Kg,,
,SPF00651,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1""",,个,4.00 ,Kg,,
,SPF00652,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1""",,个,4.00 ,Kg,,
,SPF00653,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1""",,个,5.00 ,Kg,,
,SPF00654,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr17Ni12Mo2,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1""",,个,1.40 ,Kg,,
,SPF00655,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1""",,个,1.40 ,Kg,,
,SPF00656,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1""",,个,1.40 ,Kg,,
,SPF00657,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1""",,个,2.00 ,Kg,,
,SPF00658,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1""",,个,2.00 ,Kg,,
,SPF00659,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1""",,个,2.10 ,Kg,,
,SPF00660,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"1""",,个,1.40 ,Kg,,
,SPF00661,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"1""",,个,1.40 ,Kg,,
,SPF00662,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"1""",,个,1.40 ,Kg,,
,SPF00663,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"1-1/4""",,个,8.10 ,Kg,,
,SPF00664,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,1.80 ,Kg,,
,SPF00665,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,1.80 ,Kg,,
,SPF00666,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,2.50 ,Kg,,
,SPF00667,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,2.50 ,Kg,,
,SPF00668,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,2.60 ,Kg,,
,SPF00669,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,2.60 ,Kg,,
,SPF00670,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,5.80 ,Kg,,
,SPF00671,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,5.80 ,Kg,,
,SPF00672,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,5.80 ,Kg,,
,SPF00673,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/4""",,个,8.10 ,Kg,,
,SPF00674,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr17Ni12Mo2,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,1.80 ,Kg,,
,SPF00675,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,1.80 ,Kg,,
,SPF00676,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,1.80 ,Kg,,
,SPF00677,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,2.50 ,Kg,,
,SPF00678,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,2.50 ,Kg,,
,SPF00679,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/4""",,个,2.60 ,Kg,,
,SPF00680,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"1-1/4""",,个,1.80 ,Kg,,
,SPF00681,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"1-1/4""",,个,1.80 ,Kg,,
,SPF00682,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"1-1/4""",,个,1.80 ,Kg,,
,SPF00683,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"1-1/2""",,个,11.50 ,Kg,,
,SPF00684,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,2.20 ,Kg,,
,SPF00685,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,2.20 ,Kg,,
,SPF00686,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,3.00 ,Kg,,
,SPF00687,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,3.00 ,Kg,,
,SPF00688,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,3.30 ,Kg,,
,SPF00689,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,3.30 ,Kg,,
,SPF00690,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,6.50 ,Kg,,
,SPF00691,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,6.50 ,Kg,,
,SPF00692,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,6.50 ,Kg,,
,SPF00693,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"1-1/2""",,个,11.50 ,Kg,,
,SPF00694,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr17Ni12Mo2,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,2.20 ,Kg,,
,SPF00695,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,2.20 ,Kg,,
,SPF00696,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,2.20 ,Kg,,
,SPF00697,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,3.00 ,Kg,,
,SPF00698,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,3.00 ,Kg,,
,SPF00699,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"1-1/2""",,个,3.30 ,Kg,,
,SPF00700,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"1-1/2""",,个,2.20 ,Kg,,
,SPF00701,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"1-1/2""",,个,2.20 ,Kg,,
,SPF00702,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"1-1/2""",,个,2.20 ,Kg,,
,SPF00703,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"2""",,个,17.60 ,Kg,,
,SPF00704,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2""",,个,2.80 ,Kg,,
,SPF00705,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2""",,个,2.80 ,Kg,,
,SPF00706,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2""",,个,3.50 ,Kg,,
,SPF00707,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2""",,个,3.50 ,Kg,,
,SPF00708,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2""",,个,4.40 ,Kg,,
,SPF00709,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2""",,个,4.40 ,Kg,,
,SPF00710,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2""",,个,11.50 ,Kg,,
,SPF00711,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2""",,个,11.50 ,Kg,,
,SPF00712,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2""",,个,11.50 ,Kg,,
,SPF00713,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2""",,个,17.60 ,Kg,,
,SPF00714,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr17Ni12Mo2,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2""",,个,2.80 ,Kg,,
,SPF00715,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2""",,个,2.80 ,Kg,,
,SPF00716,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"2""",,个,2.80 ,Kg,,
,SPF00717,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2""",,个,3.50 ,Kg,,
,SPF00718,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"2""",,个,3.50 ,Kg,,
,SPF00719,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2""",,个,4.40 ,Kg,,
,SPF00720,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"2""",,个,2.30 ,Kg,,
,SPF00721,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"2""",,个,2.30 ,Kg,,
,SPF00722,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"2""",,个,2.80 ,Kg,,
,SPF00723,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"2-1/2""",,个,26.00 ,Kg,,
,SPF00724,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,4.70 ,Kg,,
,SPF00725,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,4.70 ,Kg,,
,SPF00726,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,5.50 ,Kg,,
,SPF00727,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,5.50 ,Kg,,
,SPF00728,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,6.00 ,Kg,,
,SPF00729,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,6.00 ,Kg,,
,SPF00730,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,15.50 ,Kg,,
,SPF00731,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,15.50 ,Kg,,
,SPF00732,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,15.50 ,Kg,,
,SPF00733,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"2-1/2""",,个,26.00 ,Kg,,
,SPF00734,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2-1/2""",,个,4.70 ,Kg,,
,SPF00735,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"2-1/2""",,个,4.70 ,Kg,,
,SPF00736,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"2-1/2""",,个,5.50 ,Kg,,
,SPF00737,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"2-1/2""",,个,6.00 ,Kg,,
,SPF00738,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"2-1/2""",,个,3.20 ,Kg,,
,SPF00739,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"2-1/2""",,个,4.70 ,Kg,,
,SPF00740,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"2-1/2""",,个,4.70 ,Kg,,
,SPF00741,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"3""",,个,39.00 ,Kg,,
,SPF00742,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3""",,个,5.50 ,Kg,,
,SPF00743,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3""",,个,5.50 ,Kg,,
,SPF00744,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3""",,个,7.00 ,Kg,,
,SPF00745,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3""",,个,7.00 ,Kg,,
,SPF00746,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3""",,个,7.40 ,Kg,,
,SPF00747,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3""",,个,7.40 ,Kg,,
,SPF00748,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3""",,个,14.50 ,Kg,,
,SPF00749,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3""",,个,14.50 ,Kg,,
,SPF00750,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3""",,个,22.00 ,Kg,,
,SPF00751,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3""",,个,39.00 ,Kg,,
,SPF00752,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3""",,个,5.50 ,Kg,,
,SPF00753,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"3""",,个,5.50 ,Kg,,
,SPF00754,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"3""",,个,7.00 ,Kg,,
,SPF00755,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"3""",,个,7.40 ,Kg,,
,SPF00756,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"3""",,个,4.00 ,Kg,,
,SPF00757,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"3""",,个,4.00 ,Kg,,
,SPF00758,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"3""",,个,5.50 ,Kg,,
,SPF00762,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"3-1/2""",,个,9.00 ,Kg,,
,SPF00763,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"3-1/2""",,个,9.00 ,Kg,,
,SPF00772,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"3-1/2""",,个,9.00 ,Kg,,
,SPF00777,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"4""",,个,60.00 ,Kg,,
,SPF00778,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"4""",,个,8.00 ,Kg,,
,SPF00779,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"4""",,个,8.00 ,Kg,,
,SPF00780,FBLI,Blind Flange,法兰盖,CL300,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"4""",,个,12.00 ,Kg,,
,SPF00781,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"4""",,个,12.00 ,Kg,,
,SPF00782,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"4""",,个,17.00 ,Kg,,
,SPF00783,FBLI,Blind Flange,法兰盖,CL600,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"4""",,个,17.00 ,Kg,,
,SPF00784,FBLI,Blind Flange,法兰盖,CL900,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"4""",,个,24.00 ,Kg,,
,SPF00785,FBLI,Blind Flange,法兰盖,CL900,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"4""",,个,24.00 ,Kg,,
,SPF00786,FBLI,Blind Flange,法兰盖,CL1500,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 2,QA1,"4""",,个,33.00 ,Kg,,
,SPF00787,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 2,QA1,"4""",,个,60.00 ,Kg,,
,SPF00788,FBLI,Blind Flange,法兰盖,CL150,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"4""",,个,8.00 ,Kg,,
,SPF00789,FBLI,Blind Flange,法兰盖,CL150,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"4""",,个,8.00 ,Kg,,
,SPF00790,FBLI,Blind Flange,法兰盖,CL300,,RF,P280GH,CP05T3052,ASME B16.5,RCC-M 3,QA2,"4""",,个,12.00 ,Kg,,
,SPF00791,FBLI,Blind Flange,法兰盖,CL600,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 3,QA2,"4""",,个,17.00 ,Kg,,
,SPF00792,FBLI,Blind Flange,法兰盖,CL150,,RF,16Mn,CP05T3025,ASME B16.5,NA,QNCa,"4""",,个,8.00 ,Kg,,
,SPF00793,FBLI,Blind Flange,法兰盖,CL150,,RF,S30403,CP05T3023,ASME B16.5,NA,QNCa,"4""",,个,4.00 ,Kg,,
,SPF00794,FBLI,Blind Flange,法兰盖,CL150,,RF,S31603,CP05T3023,ASME B16.5,NA,QNCa,"4""",,个,8.00 ,Kg,,
,SPF00795,FBLI,Blind Flange,法兰盖,CL2500,,RF,022Cr19Ni10,CP05T3038,ASME B16.5,RCC-M 1,QA1,"5""",,个,100.00 ,Kg,,
