,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPC00353,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""x3/8""",,个,,KG,
,CPC00356,异径承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""x3/8""",,个,0.8,KG,
,CPC00359,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""x1/2""",,个,,KG,
,CPC00364,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""x1/2""",,个,0.95,KG,
,CPC00367,异径承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""x1/2""",,个,,KG,
,CPC00368,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,KG,
,CPC00369,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,KG,
,CPC00370,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,KG,
,CPC00371,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,KG,
,CPC00372,异径承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"2""x3/4""",,个,,KG,
,CPC00373,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,,KG,
,CPC00374,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,0.95,KG,
,CPC00375,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""x3/4""",,个,0.95,KG,
,CPC00376,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"2""x3/4""",,个,,KG,
,CPC00377,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"2""x3/4""",,个,1,KG,
,CPC00378,异径承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""x3/4""",,个,0.9,KG,
,CPC00379,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,KG,
,CPC00380,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,0.95,KG,
,CPC00381,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,KG,
,CPC00382,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,1.65,KG,
,CPC00383,异径承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"2""x1""",,个,,KG,
,CPC00384,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,,KG,
,CPC00385,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,,KG,
,CPC00386,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""x1""",,个,0.95,KG,
,CPC00387,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"2""x1""",,个,,KG,
,CPC00388,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"2""x1""",,个,1,KG,
,CPC00389,异径承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""x1""",,个,1.4,KG,
,CPC00401,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,KG,
,CPC00402,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,KG,
,CPC00403,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,KG,
,CPC00404,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,KG,
,CPC00405,异径承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"2""x1-1/2""",,个,,KG,
,CPC00406,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,,KG,
,CPC00407,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,0.95,KG,
,CPC00408,异径承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""x1-1/2""",,个,0.95,KG,
,CPC00409,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,,KG,
,CPC00410,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,1,KG,
,CPC00411,异径承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""x1-1/2""",,个,1.4,KG,
,CPC00412,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"1/4""",,个,0.07,KG,
,CPC00413,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.06,KG,
,CPC00414,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.06,KG,
,CPC00415,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.07,KG,
,CPC00416,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.07,KG,
,CPC00417,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06,KG,
,CPC00418,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06,KG,
,CPC00419,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.06,KG,
,CPC00420,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.06,KG,
,CPC00421,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.06,KG,
,CPC00422,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1/4""",,个,0.06,KG,
,CPC00423,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"3/8""",,个,0.1,KG,
,CPC00424,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.08,KG,
,CPC00425,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.08,KG,
,CPC00426,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.1,KG,
,CPC00427,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.1,KG,
,CPC00428,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08,KG,
,CPC00429,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08,KG,
,CPC00430,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.08,KG,
,CPC00431,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.08,KG,
,CPC00432,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.08,KG,
,CPC00433,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"3/8""",,个,0.08,KG,
,CPC00434,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"1/2""",,个,0.16,KG,
,CPC00435,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13,KG,
,CPC00436,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13,KG,
,CPC00437,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.16,KG,
,CPC00438,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.16,KG,
,CPC00439,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13,KG,
,CPC00440,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13,KG,
,CPC00441,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.13,KG,
,CPC00442,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.13,KG,
,CPC00443,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.13,KG,
,CPC00444,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1/2""",,个,0.2,KG,
,CPC00445,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"3/4""",,个,0.28,KG,
,CPC00446,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.2,KG,
,CPC00447,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.2,KG,
,CPC00448,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.28,KG,
,CPC00449,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.28,KG,
,CPC00450,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.2,KG,
,CPC00451,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.2,KG,
,CPC00452,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.2,KG,
,CPC00453,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.2,KG,
,CPC00454,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.2,KG,
,CPC00455,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"3/4""",,个,0.2,KG,
,CPC00456,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 1,QA1,"1""",,个,0.48,KG,
,CPC00457,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.28,KG,
,CPC00458,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.28,KG,
,CPC00459,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.48,KG,
,CPC00460,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.48,KG,
,CPC00461,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28,KG,
,CPC00462,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28,KG,
,CPC00463,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.28,KG,
,CPC00464,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1""",,个,0.28,KG,
,CPC00465,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1""",,个,0.28,KG,
,CPC00466,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1""",,个,0.3,KG,
,CPC00467,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.48,KG,
,CPC00468,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.48,KG,
,CPC00469,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.65,KG,
,CPC00470,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.65,KG,
,CPC00471,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48,KG,
,CPC00472,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48,KG,
,CPC00473,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.48,KG,
,CPC00474,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48,KG,
,CPC00475,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48,KG,
,CPC00476,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.48,KG,
,CPC00477,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.52,KG,
,CPC00478,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.52,KG,
,CPC00479,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.84,KG,
,CPC00480,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.84,KG,
,CPC00481,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52,KG,
,CPC00482,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52,KG,
,CPC00483,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.52,KG,
,CPC00484,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.52,KG,
,CPC00485,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.52,KG,
,CPC00486,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.6,KG,
,CPC00487,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.95,KG,
,CPC00488,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.95,KG,
,CPC00489,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.95,KG,
,CPC00490,双头承插管接头,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"2""",,个,1.65,KG,
,CPC00491,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.95,KG,
,CPC00492,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.95,KG,
,CPC00493,双头承插管接头,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.95,KG,
,CPC00494,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"2""",,个,0.95,KG,
,CPC00495,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"2""",,个,0.95,KG,
,CPC00496,双头承插管接头,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""",,个,1,KG,
,CPC00497,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"3/8""x1/4""",,个,,KG,
,CPC00498,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"3/8""x1/4""",,个,,KG,
,CPC00499,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"3/8""x1/4""",,个,,KG,
,CPC00500,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"3/8""x1/4""",,个,,KG,
,CPC00501,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"3/8""x1/4""",,个,,KG,
,CPC00502,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"3/8""x1/4""",,个,,KG,
,CPC00503,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"3/8""x1/4""",,个,,KG,
,CPC00504,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"3/8""x1/4""",,个,,KG,
,CPC00505,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"3/8""x1/4""",,个,,KG,
,CPC00506,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"3/8""x1/4""",,个,,KG,
,CPC00507,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"3/8""x1/4""",,个,,KG,
,CPC00508,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1/2""x1/4""",,个,,KG,
,CPC00509,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1/2""x1/4""",,个,0.2,KG,
,CPC00510,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"1/2""x1/4""",,个,,KG,
,CPC00511,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1/2""x1/4""",,个,0.2,KG,
,CPC00512,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"1/2""x1/4""",,个,,KG,
,CPC00513,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"1/2""x1/4""",,个,,KG,
,CPC00514,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"1/2""x1/4""",,个,0.2,KG,
,CPC00515,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"1/2""x1/4""",,个,0.2,KG,
,CPC00516,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"1/2""x1/4""",,个,,KG,
,CPC00517,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"1/2""x1/4""",,个,0.1,KG,
,CPC00518,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"1/2""x1/4""",,个,0.1,KG,
,CPC00519,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1/2""x3/8""",,个,,KG,
,CPC00520,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1/2""x3/8""",,个,,KG,
,CPC00521,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"1/2""x3/8""",,个,,KG,
,CPC00522,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1/2""x3/8""",,个,,KG,
,CPC00523,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"1/2""x3/8""",,个,,KG,
,CPC00524,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"1/2""x3/8""",,个,,KG,
,CPC00525,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"1/2""x3/8""",,个,,KG,
,CPC00526,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"1/2""x3/8""",,个,0.2,KG,
,CPC00527,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"1/2""x3/8""",,个,,KG,
,CPC00528,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"1/2""x3/8""",,个,0.1,KG,
,CPC00529,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"1/2""x3/8""",,个,0.1,KG,
,CPC00530,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"3/4""x3/8""",,个,,KG,
,CPC00531,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"3/4""x3/8""",,个,,KG,
,CPC00532,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"3/4""x3/8""",,个,,KG,
,CPC00533,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"3/4""x1/2""",,个,,KG,
,CPC00534,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"3/4""x1/2""",,个,0.2,KG,
,CPC00535,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"3/4""x1/2""",,个,,KG,
,CPC00536,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"3/4""x1/2""",,个,0.2,KG,
,CPC00537,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"3/4""x1/2""",,个,,KG,
,CPC00538,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"3/4""x1/2""",,个,,KG,
,CPC00539,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"3/4""x1/2""",,个,0.2,KG,
,CPC00540,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"3/4""x1/2""",,个,0.2,KG,
,CPC00541,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"3/4""x1/2""",,个,,KG,
,CPC00542,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"3/4""x1/2""",,个,0.2,KG,
,CPC00543,异径套筒,CL3000,FO,MF,20,1916T3025,MSS SP79,NA,QNCa,"3/4""x1/2""",,个,0.1,KG,
,CPC00544,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1""x1/2""",,个,,KG,
,CPC00545,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1""x1/2""",,个,0.4,KG,
,CPC00546,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"1""x1/2""",,个,,KG,
,CPC00547,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 1,QA1,"1""x3/4""",,个,0.4,KG,
,CPC00548,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1""x3/4""",,个,,KG,
,CPC00549,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 2,QA1,"1""x3/4""",,个,0.2,KG,
,CPC00550,异径套筒,CL6000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 2,QA1,"1""x3/4""",,个,0.4,KG,
,CPC00551,异径套筒,CL6000,FO,MF,P280GH,1916T3052,MSS SP79,RCC-M 2,QA1,"1""x3/4""",,个,,KG,
,CPC00552,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3038,MSS SP79,RCC-M 3,QA2,"1""x3/4""",,个,,KG,
,CPC00553,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3038,MSS SP79,RCC-M 3,QA2,"1""x3/4""",,个,0.4,KG,
,CPC00554,异径套筒,CL3000,FO,MF,20,1916T3037,MSS SP79,RCC-M 3,QA2,"1""x3/4""",,个,0.2,KG,
,CPC00555,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,1916T3023,MSS SP79,NA,QNCa,"1""x3/4""",,个,0.2,KG,
,CPC00556,异径套筒,CL3000,FO,MF,022Cr19Ni10,1916T3023,MSS SP79,NA,QNCa,"1""x3/4""",,个,0.2,KG,
